branch,stem,status,ct_out,mask_out,ct_shape,mask_shape,ct_dtype,mask_dtype,error
Segmented Scans,a206deadb3,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/a206deadb3.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/a206deadb3.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,a2ee5e28d9,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/a2ee5e28d9.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/a2ee5e28d9.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,a3ea59c62c,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/a3ea59c62c.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/a3ea59c62c.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,a43ad2b9ac,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/a43ad2b9ac.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/a43ad2b9ac.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,a43d6f7d3b,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/a43d6f7d3b.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/a43d6f7d3b.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,a4614a9f72,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/a4614a9f72.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/a4614a9f72.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,a64269c9e4,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/a64269c9e4.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/a64269c9e4.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,aa190d2465,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/aa190d2465.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/aa190d2465.npy,"(35, 512, 512)","(35, 512, 512)",float32,uint8,
Segmented Scans,aa86bb6386,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/aa86bb6386.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/aa86bb6386.npy,"(35, 512, 512)","(35, 512, 512)",float32,uint8,
Segmented Scans,ab009c2cd3,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ab009c2cd3.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ab009c2cd3.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Segmented Scans,aca03293ea,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/aca03293ea.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/aca03293ea.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,acd2654182,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/acd2654182.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/acd2654182.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,add7598f08,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/add7598f08.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/add7598f08.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,ae6284de1b,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ae6284de1b.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ae6284de1b.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,ae9c939e29,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ae9c939e29.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ae9c939e29.npy,"(40, 512, 512)","(40, 512, 512)",float32,uint8,
Segmented Scans,aee6477d69,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/aee6477d69.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/aee6477d69.npy,"(30, 512, 512)","(30, 512, 512)",float32,uint8,
Segmented Scans,af5b751187,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/af5b751187.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/af5b751187.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,af606c1d17,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/af606c1d17.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/af606c1d17.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,b042155545,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/b042155545.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/b042155545.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,b26725a6d4,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/b26725a6d4.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/b26725a6d4.npy,"(37, 512, 512)","(37, 512, 512)",float32,uint8,
Segmented Scans,b44f67f843,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/b44f67f843.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/b44f67f843.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,b6617f9e71,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/b6617f9e71.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/b6617f9e71.npy,"(38, 512, 512)","(38, 512, 512)",float32,uint8,
Segmented Scans,ba000cea10,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ba000cea10.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ba000cea10.npy,"(38, 512, 512)","(38, 512, 512)",float32,uint8,
Segmented Scans,bc3882c42b,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/bc3882c42b.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/bc3882c42b.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,bd509716e1,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/bd509716e1.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/bd509716e1.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,bd51c3ba34,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/bd51c3ba34.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/bd51c3ba34.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,be95ae6c0b,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/be95ae6c0b.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/be95ae6c0b.npy,"(42, 512, 512)","(42, 512, 512)",float32,uint8,
Segmented Scans,bf7891541c,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/bf7891541c.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/bf7891541c.npy,"(40, 512, 512)","(40, 512, 512)",float32,uint8,
Segmented Scans,bfd5d11a56,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/bfd5d11a56.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/bfd5d11a56.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,bfdb6396fd,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/bfdb6396fd.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/bfdb6396fd.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,c1a8e5eafe,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/c1a8e5eafe.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/c1a8e5eafe.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,c27ad9a4fc,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/c27ad9a4fc.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/c27ad9a4fc.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,c5bb5713ee,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/c5bb5713ee.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/c5bb5713ee.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,c6e90ae154,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/c6e90ae154.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/c6e90ae154.npy,"(31, 512, 512)","(31, 512, 512)",float32,uint8,
Segmented Scans,c75ae4e374,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/c75ae4e374.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/c75ae4e374.npy,"(29, 512, 512)","(29, 512, 512)",float32,uint8,
Segmented Scans,c76da57125,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/c76da57125.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/c76da57125.npy,"(40, 512, 512)","(40, 512, 512)",float32,uint8,
Segmented Scans,c87573d9ae,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/c87573d9ae.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/c87573d9ae.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,c9279c1877,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/c9279c1877.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/c9279c1877.npy,"(38, 512, 512)","(38, 512, 512)",float32,uint8,
Segmented Scans,c98bb600aa,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/c98bb600aa.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/c98bb600aa.npy,"(37, 512, 512)","(37, 512, 512)",float32,uint8,
Segmented Scans,c9a006f4cc,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/c9a006f4cc.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/c9a006f4cc.npy,"(35, 512, 512)","(35, 512, 512)",float32,uint8,
Segmented Scans,c9f572b2ba,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/c9f572b2ba.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/c9f572b2ba.npy,"(30, 512, 512)","(30, 512, 512)",float32,uint8,
Segmented Scans,ca31f86318,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ca31f86318.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ca31f86318.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,ca4396e9f4,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ca4396e9f4.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ca4396e9f4.npy,"(40, 512, 512)","(40, 512, 512)",float32,uint8,
Segmented Scans,cba7d5966e,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/cba7d5966e.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/cba7d5966e.npy,"(42, 512, 512)","(42, 512, 512)",float32,uint8,
Segmented Scans,cbbc4b6f11,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/cbbc4b6f11.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/cbbc4b6f11.npy,"(30, 512, 512)","(30, 512, 512)",float32,uint8,
Segmented Scans,cc519e5f25,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/cc519e5f25.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/cc519e5f25.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,cc923a7acd,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/cc923a7acd.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/cc923a7acd.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,cee8c7d733,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/cee8c7d733.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/cee8c7d733.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,ceed1296c1,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ceed1296c1.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ceed1296c1.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,cf84ffc14f,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/cf84ffc14f.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/cf84ffc14f.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,cf93952124,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/cf93952124.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/cf93952124.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,ct-049,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-049.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-049.npy,"(39, 512, 512)","(39, 512, 512)",float32,uint8,
Segmented Scans,ct-050,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-050.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-050.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,ct-051,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-051.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-051.npy,"(46, 512, 512)","(46, 512, 512)",float32,uint8,
Segmented Scans,ct-052,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-052.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-052.npy,"(35, 512, 512)","(35, 512, 512)",float32,uint8,
Segmented Scans,ct-053,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-053.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-053.npy,"(35, 512, 512)","(35, 512, 512)",float32,uint8,
Segmented Scans,ct-054,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-054.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-054.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
Segmented Scans,ct-055,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-055.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-055.npy,"(56, 512, 512)","(56, 512, 512)",float32,uint8,
Segmented Scans,ct-056,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-056.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-056.npy,"(40, 512, 512)","(40, 512, 512)",float32,uint8,
Segmented Scans,ct-057,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-057.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-057.npy,"(43, 512, 512)","(43, 512, 512)",float32,uint8,
Segmented Scans,ct-058,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-058.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-058.npy,"(38, 512, 512)","(38, 512, 512)",float32,uint8,
Segmented Scans,ct-066,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-066.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-066.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Segmented Scans,ct-067,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-067.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-067.npy,"(31, 512, 512)","(31, 512, 512)",float32,uint8,
Segmented Scans,ct-068,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-068.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-068.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,ct-069,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-069.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-069.npy,"(40, 512, 512)","(40, 512, 512)",float32,uint8,
Segmented Scans,ct-070,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-070.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-070.npy,"(39, 512, 512)","(39, 512, 512)",float32,uint8,
Segmented Scans,ct-071,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-071.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-071.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Segmented Scans,ct-072,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-072.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-072.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
Segmented Scans,ct-073,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-073.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-073.npy,"(37, 512, 512)","(37, 512, 512)",float32,uint8,
Segmented Scans,ct-074,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-074.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-074.npy,"(39, 512, 512)","(39, 512, 512)",float32,uint8,
Segmented Scans,ct-075,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-075.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-075.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,ct-076,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-076.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-076.npy,"(51, 512, 512)","(51, 512, 512)",float32,uint8,
Segmented Scans,ct-077,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-077.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-077.npy,"(35, 512, 512)","(35, 512, 512)",float32,uint8,
Segmented Scans,ct-078,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-078.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-078.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,ct-079,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-079.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-079.npy,"(40, 512, 512)","(40, 512, 512)",float32,uint8,
Segmented Scans,ct-080,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-080.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-080.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
Segmented Scans,ct-081,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-081.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-081.npy,"(56, 512, 512)","(56, 512, 512)",float32,uint8,
Segmented Scans,ct-082,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-082.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-082.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Segmented Scans,ct-083,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-083.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-083.npy,"(37, 512, 512)","(37, 512, 512)",float32,uint8,
Segmented Scans,ct-084,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-084.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-084.npy,"(52, 512, 512)","(52, 512, 512)",float32,uint8,
Segmented Scans,ct-085,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-085.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-085.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Segmented Scans,ct-086,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-086.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-086.npy,"(37, 512, 512)","(37, 512, 512)",float32,uint8,
Segmented Scans,ct-087,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-087.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-087.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,ct-088,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-088.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-088.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Segmented Scans,ct-089,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-089.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-089.npy,"(42, 512, 512)","(42, 512, 512)",float32,uint8,
Segmented Scans,ct-090,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/ct-090.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/ct-090.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
