case_id,branch,source_dataset,ct_shape,mask_shape,ct_sx,ct_sy,ct_sz,hu_min,hu_max,hu_p01,hu_p05,hu_p50,hu_p95,hu_p99,looks_like_HU,needs_offset_fix,mask_empty,ct_reader_backend,mask_reader_backend,recommendation,status,error
ID_6c85adda_ID_86bc0ab248,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.070000648498535,-2048.0,3071.0,-2048.0,-2048.0,-987.0,341.0,849.0,True,False,False,sitk,sitk,keep_original,ok,
ID_6caf8d60_ID_3634a47122,segmented,BHSD,"(40, 512, 512)","(40, 512, 512)",0.4882810115814209,0.4882810115814209,2.5,-3024.0,3071.0,-3024.0,-3024.0,-993.0,273.0,1239.0,True,False,False,sitk,sitk,resample_to_5mm,ok,
ID_6fcd55db_ID_9ed6724906,segmented,BHSD,"(28, 512, 512)","(28, 512, 512)",0.4882810115814209,0.4882810115814209,5.0,-2048.0,3071.0,-2048.0,-2048.0,-967.0,698.0,1342.0,True,False,False,sitk,sitk,keep_original,ok,
ID_727c946e_ID_e1fd84171a,segmented,BHSD,"(30, 512, 512)","(30, 512, 512)",0.68359375,0.68359375,5.018729209899902,-1000.0,2976.0,-1000.0,-1000.0,-998.0,60.0,981.0,True,False,False,sitk,sitk,keep_original,ok,
ID_73cae446_ID_852cb06998,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.201000213623047,-2048.0,1864.0,-2048.0,-2048.0,-953.0,394.0,1320.0,True,False,False,sitk,sitk,keep_original,ok,
ID_751df220_ID_4c26128a8d,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.55859375,0.55859375,5.716796875,-1024.0,1678.0,-1014.0,-1005.0,-994.0,231.0,959.0,True,False,False,sitk,sitk,keep_original,ok,
ID_75448f16_ID_780b14c9d7,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.288000106811523,-2048.0,2050.0,-2048.0,-2048.0,-978.0,551.0,1275.0,True,False,False,sitk,sitk,keep_original,ok,
ID_77cd921b_ID_e0d0a5f299,segmented,BHSD,"(30, 512, 512)","(30, 512, 512)",0.48828125,0.48828125,5.392578125,-1024.0,1823.0,-1009.0,-1005.0,-966.0,350.8499999999767,1205.0,True,False,False,sitk,sitk,keep_original,ok,
ID_7860208e_ID_f68c193b69,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.48828125,0.48828125,5.373893737792969,-1024.0,2976.0,-1021.0,-1007.0,-974.0,256.0,1137.0,True,False,False,sitk,sitk,keep_original,ok,
ID_790acb3f_ID_c294f81468,segmented,BHSD,"(34, 512, 512)","(34, 512, 512)",0.537109375,0.537109375,5.30419921875,-1024.0,3071.0,-1010.0,-1006.0,-956.0,156.0,1016.0,True,False,False,sitk,sitk,keep_original,ok,
ID_7d5594ff_ID_cb535d3e8b,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.392673492431641,-3024.0,2125.0,-3024.0,-3024.0,-971.0,399.8499999999767,1450.0,True,False,False,sitk,sitk,keep_original,ok,
ID_7db5845a_ID_0c7cd6982b,segmented,BHSD,"(36, 512, 512)","(36, 512, 512)",0.4882810115814209,0.4882810115814209,2.6869964599609375,-3024.0,3071.0,-3024.0,-3024.0,-936.0,425.0,1436.0,True,False,False,sitk,sitk,resample_to_5mm,ok,
ID_7e8279ce_ID_75522ba124,segmented,BHSD,"(40, 512, 512)","(40, 512, 512)",0.4882810115814209,0.4882810115814209,2.706000328063965,-3024.0,1893.0,-3024.0,-3024.0,-952.0,369.0,1228.570000000007,True,False,False,sitk,sitk,resample_to_5mm,ok,
ID_7f065b1e_ID_4c02f6eaaf,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.048999786376953,-2048.0,1988.0,-2048.0,-2048.0,-985.0,457.0,1059.0,True,False,False,sitk,sitk,keep_original,ok,
ID_80b8d734_ID_f599f2d14b,segmented,BHSD,"(34, 512, 512)","(34, 512, 512)",0.49486300349235535,0.49486300349235535,5.0,-1024.0,20389.0,-1014.0,-1003.0,-898.0,534.0,1396.0,True,False,False,sitk,sitk,keep_original,ok,
ID_811a274b_ID_fa1c9402fb,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.48828125,0.48828125,5.0,-1024.0,2976.0,-1012.0,-1005.0,-971.0,344.0,1223.0,True,False,False,sitk,sitk,keep_original,ok,
ID_82cfc6a8_ID_da93401499,segmented,BHSD,"(40, 512, 512)","(40, 512, 512)",0.4882810115814209,0.4882810115814209,2.546999931335449,-3024.0,1926.0,-3024.0,-3024.0,-980.0,313.0,1330.0,True,False,False,sitk,sitk,resample_to_5mm,ok,
ID_83a07ec6_ID_ef148a90ed,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.392673492431641,-3024.0,3072.0,-3024.0,-3024.0,-978.0,312.0,1068.0,True,False,False,sitk,sitk,keep_original,ok,
ID_85f42dd5_ID_a0ef1a9eaf,segmented,BHSD,"(36, 512, 512)","(36, 512, 512)",0.49486300349235535,0.49486300349235535,5.0,-1024.0,25596.0,-1013.0,-1002.0,-900.0,559.0,1496.0,True,False,False,sitk,sitk,keep_original,ok,
ID_87385103_ID_684afaed55,segmented,BHSD,"(40, 512, 512)","(40, 512, 512)",0.4947509765625,0.4947509765625,5.0,-1024.0,9632.0,-1010.0,-998.0,-933.0,363.0,1412.0,True,False,False,sitk,sitk,keep_original,ok,
ID_87e60d98_ID_0c2d2758ae,segmented,BHSD,"(28, 512, 512)","(28, 512, 512)",0.625,0.625,6.0,-1000.0,1770.0,-1000.0,-1000.0,-971.0,47.0,954.0,True,False,False,sitk,sitk,keep_original,ok,
ID_88dbe13f_ID_01c5078fbf,segmented,BHSD,"(36, 512, 512)","(36, 512, 512)",0.4882810115814209,0.4882810115814209,5.0,-2048.0,3071.0,-2048.0,-2048.0,-948.0,306.0,1263.0,True,False,False,sitk,sitk,keep_original,ok,
ID_8d326f80_ID_87b6843dde,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.42773398756980896,0.42773398756980896,5.0,-2048.0,1990.0,-2048.0,-2048.0,-666.0,1043.0,1564.0,True,False,False,sitk,sitk,keep_original,ok,
ID_8d914da6_ID_b4eb9c8234,segmented,BHSD,"(40, 512, 512)","(40, 512, 512)",0.4882810115814209,0.4882810115814209,2.6963348388671875,-3024.0,3071.0,-3024.0,-3024.0,-999.0,561.8499999999767,1378.0,True,False,False,sitk,sitk,resample_to_5mm,ok,
ID_8e8df8c0_ID_857231e0c6,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.392673015594482,-3024.0,1966.0,-3024.0,-3024.0,-960.0,528.0,1374.0,True,False,False,sitk,sitk,keep_original,ok,
ID_90233c1a_ID_51c49c9abf,segmented,BHSD,"(28, 512, 512)","(28, 512, 512)",0.53515625,0.53515625,6.0,-1000.0,1863.0,-1000.0,-1000.0,-977.0,355.8499999999767,1140.0,True,False,False,sitk,sitk,keep_original,ok,
ID_90b88b8b_ID_8d39c61ccd,segmented,BHSD,"(30, 512, 512)","(30, 512, 512)",0.42578125,0.42578125,5.0,-1024.0,1735.0,-1007.0,-1004.0,-933.0,481.0,1063.0,True,False,False,sitk,sitk,keep_original,ok,
ID_92ef7cc4_ID_b0c4006e93,segmented,BHSD,"(36, 512, 512)","(36, 512, 512)",0.4882810115814209,0.4882810115814209,5.392673492431641,-3024.0,1966.0,-3024.0,-3024.0,-989.0,80.0,960.0,True,False,False,sitk,sitk,keep_original,ok,
ID_94271e7f_ID_50fb725eb8,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.392673492431641,-3024.0,3071.0,-3024.0,-3024.0,-977.0,363.0,1159.0,True,False,False,sitk,sitk,keep_original,ok,
ID_95c4a59c_ID_47aa7ea02b,segmented,BHSD,"(28, 512, 512)","(28, 512, 512)",0.4882810115814209,0.4882810115814209,5.392673492431641,-3024.0,2122.0,-3024.0,-3024.0,-973.0,494.0,1309.0,True,False,False,sitk,sitk,keep_original,ok,
ID_9631ec18_ID_c205d02b10,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.214999198913574,-2048.0,2110.0,-2048.0,-2048.0,-989.0,818.0,1593.0,True,False,False,sitk,sitk,keep_original,ok,
ID_96967deb_ID_5d782e9379,segmented,BHSD,"(35, 512, 512)","(35, 512, 512)",0.48828125,0.48828125,5.0,-1024.0,1860.0,-1013.0,-1009.0,-993.0,538.8499999999767,1091.570000000007,True,False,False,sitk,sitk,keep_original,ok,
ID_96cd5341_ID_41b80bd3ec,segmented,BHSD,"(28, 512, 512)","(28, 512, 512)",0.48828125,0.48828125,6.44873046875,-1024.0,1838.0,-1014.0,-1004.0,-972.0,258.0,965.0,True,False,False,sitk,sitk,keep_original,ok,
ID_977da27d_ID_7ca7e2a2e4,segmented,BHSD,"(46, 512, 512)","(46, 512, 512)",0.4947509765625,0.4947509765625,5.0,-1024.0,19049.0,-1019.0,-1002.0,-976.0,281.0,1128.0,True,False,False,sitk,sitk,keep_original,ok,
ID_981d95a4_ID_ec08553ddc,segmented,BHSD,"(36, 512, 512)","(36, 512, 512)",0.4882810115814209,0.4882810115814209,5.0,-2048.0,3071.0,-2048.0,-2048.0,-979.0,501.0,1328.0,True,False,False,sitk,sitk,keep_original,ok,
ID_98450f26_ID_8d66ffdc94,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.062325477600098,-3024.0,3071.0,-3024.0,-3024.0,-992.0,495.8499999999767,1335.0,True,False,False,sitk,sitk,keep_original,ok,
ID_98fcfe52_ID_a8bbf4336d,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.49486300349235535,0.49486300349235535,5.0,-1024.0,12138.0,-1015.0,-1003.0,-863.0,348.0,1251.570000000007,True,False,False,sitk,sitk,keep_original,ok,
ID_997f19cf_ID_8fc04eb1f5,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.392673492431641,-3024.0,3071.0,-3024.0,-3024.0,-965.0,645.0,1461.0,True,False,False,sitk,sitk,keep_original,ok,
ID_9a8ad2df_ID_0ec627c99a,segmented,BHSD,"(40, 512, 512)","(40, 512, 512)",0.4882810115814209,0.4882810115814209,2.6139984130859375,-3024.0,1920.0,-3024.0,-3024.0,-994.0,408.0,1331.0,True,False,False,sitk,sitk,resample_to_5mm,ok,
ID_9ba3be10_ID_1c4e9f3c40,segmented,BHSD,"(36, 512, 512)","(36, 512, 512)",0.4882810115814209,0.4882810115814209,2.531163215637207,-3024.0,1954.0,-3024.0,-3024.0,-1000.0,494.0,1315.0,True,False,False,sitk,sitk,resample_to_5mm,ok,
ID_9cc1c1a0_ID_8fb44d82d0,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.28800106048584,-2048.0,2009.0,-2048.0,-2048.0,-961.0,1028.0,1616.0,True,False,False,sitk,sitk,keep_original,ok,
ID_9dce269b_ID_4191982e02,segmented,BHSD,"(44, 512, 512)","(44, 512, 512)",0.4947509765625,0.4947509765625,5.0,-32054.0,31701.0,-1007.0,-999.0,-921.0,258.0,998.0,True,False,False,sitk,sitk,keep_original,ok,
ID_9e0eaeeb_ID_be5b5b11eb,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.48828125,0.48828125,5.5168304443359375,-1024.0,1797.0,-1011.0,-1006.0,-969.0,399.0,1014.0,True,False,False,sitk,sitk,keep_original,ok,
ID_9ed18606_ID_8cfe740d83,segmented,BHSD,"(28, 512, 512)","(28, 512, 512)",0.4882810115814209,0.4882810115814209,5.563000202178955,-2048.0,1845.0,-2048.0,-2048.0,-987.0,367.0,1109.0,True,False,False,sitk,sitk,keep_original,ok,
ID_a1703be5_ID_d0e02f0443,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.121000289916992,-2048.0,3071.0,-2048.0,-2048.0,-995.0,377.0,1293.0,True,False,False,sitk,sitk,keep_original,ok,
ID_a2ddcdfe_ID_d7aedfd21f,segmented,BHSD,"(35, 512, 512)","(35, 512, 512)",0.48828125,0.48828125,5.0,-1024.0,2172.0,-1008.0,-1005.0,-959.0,325.0,806.570000000007,True,False,False,sitk,sitk,keep_original,ok,
ID_a40e10b0_ID_18c55dad14,segmented,BHSD,"(30, 512, 512)","(30, 512, 512)",0.48828125,0.48828125,5.2724609375,-1000.0,2976.0,-1000.0,-1000.0,-954.0,396.0,1159.0,True,False,False,sitk,sitk,keep_original,ok,
ID_a429fd9a_ID_2eabc43f3d,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.48828125,0.48828125,5.2147216796875,0.0,4095.0,11.0,27.0,3096.0,4010.0,4077.0,False,True,False,sitk,sitk,drop_non_hu_like,ok,
ID_a554892c_ID_7d5bccea0e,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.188999176025391,-2048.0,2790.0,-2048.0,-2048.0,-987.0,438.0,1420.570000000007,True,False,False,sitk,sitk,keep_original,ok,
ID_a72de500_ID_87b2b4fc60,segmented,BHSD,"(30, 512, 512)","(30, 512, 512)",0.48828125,0.48828125,5.20147705078125,-1024.0,1715.0,-1009.0,-1006.0,-970.0,360.0,1193.0,True,False,False,sitk,sitk,keep_original,ok,
ID_a768755c_ID_3541b002ac,segmented,BHSD,"(36, 512, 512)","(36, 512, 512)",0.4882810115814209,0.4882810115814209,5.0,-2048.0,3071.0,-2048.0,-2048.0,-982.0,223.0,1262.0,True,False,False,sitk,sitk,keep_original,ok,
ID_a84354a5_ID_6699da85bb,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.48828125,0.48828125,5.431884765625,-1024.0,1619.0,-1011.0,-1006.0,-969.0,312.8499999999767,1084.0,True,False,False,sitk,sitk,keep_original,ok,
ID_a9b3fedc_ID_3850bef0a3,segmented,BHSD,"(30, 512, 512)","(30, 512, 512)",0.40234375,0.40234375,5.0,-1020.0,1713.0,-1010.0,-1005.0,-865.0,635.0,1013.0,True,False,False,sitk,sitk,keep_original,ok,
ID_a9fe41fd_ID_ba000cea10,segmented,BHSD,"(38, 512, 512)","(38, 512, 512)",0.4882810115814209,0.4882810115814209,2.5765380859375,-3024.0,2028.0,-3024.0,-3024.0,-1001.0,469.0,1235.0,True,False,False,sitk,sitk,resample_to_5mm,ok,
ID_aaf2973d_ID_4002bc3ced,segmented,BHSD,"(24, 512, 512)","(24, 512, 512)",0.48828125,0.48828125,6.4268798828125,-1024.0,1792.0,-1020.0,-1005.0,-962.0,376.0,959.0,True,False,False,sitk,sitk,keep_original,ok,
ID_ab1ba874_ID_0c1c9bf0ae,segmented,BHSD,"(33, 512, 512)","(33, 512, 512)",0.48828125,0.48828125,5.0,-1023.0,1646.0,-1009.0,-1006.0,-969.0,344.0,952.0,True,False,False,sitk,sitk,keep_original,ok,
ID_acaa9bd1_ID_02fe96388e,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.451999664306641,-2048.0,1925.0,-2048.0,-2048.0,-969.0,526.0,1410.0,True,False,False,sitk,sitk,keep_original,ok,
ID_ad252872_ID_74f728bfad,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.48828125,0.48828125,5.32080078125,-1024.0,1872.0,-1009.0,-1005.0,-938.0,282.0,1301.570000000007,True,False,False,sitk,sitk,keep_original,ok,
ID_af8ac3ec_ID_81a154bf08,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.243000030517578,-2048.0,2118.0,-2048.0,-2048.0,-992.0,397.0,1366.0,True,False,False,sitk,sitk,keep_original,ok,
ID_b14c7e8b_ID_fe3a6804e3,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.3984380066394806,0.3984380066394806,5.142000198364258,-2048.0,2105.0,-2048.0,-2048.0,-962.0,893.0,1548.0,True,False,False,sitk,sitk,keep_original,ok,
ID_b1d5d5e8_ID_4cfa36b63f,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4947509765625,0.4947509765625,5.0,-1024.0,17304.0,-1005.0,-999.0,-936.0,510.0,1497.0,True,False,False,sitk,sitk,keep_original,ok,
ID_b367130b_ID_debc60a9ba,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.0,-2048.0,3071.0,-2048.0,-2048.0,-962.0,537.0,1272.0,True,False,False,sitk,sitk,keep_original,ok,
ID_b3a33085_ID_175a5c4119,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.48828125,0.48828125,5.58697509765625,-1024.0,1825.0,-1015.0,-1006.0,-994.0,386.0,878.570000000007,True,False,False,sitk,sitk,keep_original,ok,
ID_b79a2d4a_ID_710cdb6530,segmented,BHSD,"(38, 512, 512)","(38, 512, 512)",0.48828125,0.48828125,5.0,-1022.0,2451.0,-1009.0,-1005.0,-918.0,376.8499999999767,1056.0,True,False,False,sitk,sitk,keep_original,ok,
ID_b80aec97_ID_2aa91505e6,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.0,-2048.0,3071.0,-2048.0,-2048.0,-988.0,306.0,1379.0,True,False,False,sitk,sitk,keep_original,ok,
ID_b85bdbe9_ID_cb52cd5d53,segmented,BHSD,"(42, 512, 512)","(42, 512, 512)",0.4947509765625,0.4947509765625,5.0,-1024.0,14950.0,-1008.0,-1000.0,-930.0,356.0,1096.0,True,False,False,sitk,sitk,keep_original,ok,
ID_b92014da_ID_a9310805a0,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.472999572753906,-2048.0,1954.0,-2048.0,-2048.0,-981.0,493.0,1296.0,True,False,False,sitk,sitk,keep_original,ok,
ID_b972b07f_ID_b5ace7f563,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.215000152587891,-2048.0,3071.0,-2048.0,-2048.0,-962.0,577.0,1403.0,True,False,False,sitk,sitk,keep_original,ok,
ID_ba3a77dd_ID_70715be365,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.48828125,0.48828125,5.0,-1019.0,2354.0,-1006.5700000000002,-1004.0,-973.0,292.0,914.0,True,False,False,sitk,sitk,keep_original,ok,
ID_c08a7b51_ID_b98f437f69,segmented,BHSD,"(33, 512, 512)","(33, 512, 512)",0.48828125,0.48828125,5.0,-1024.0,1749.0,-1011.0,-1006.0,-965.0,528.0,1124.0,True,False,False,sitk,sitk,keep_original,ok,
ID_c1e1c4ef_ID_521bc36497,segmented,BHSD,"(40, 512, 512)","(40, 512, 512)",0.4882810115814209,0.4882810115814209,2.6599998474121094,-3024.0,2112.0,-3024.0,-3024.0,-992.0,284.0,1085.0,True,False,False,sitk,sitk,resample_to_5mm,ok,
ID_c3769f3a_ID_32fc557515,segmented,BHSD,"(30, 512, 512)","(30, 512, 512)",0.48828125,0.48828125,5.431884765625,-1024.0,1795.0,-1009.0,-1005.0,-974.0,312.0,972.0,True,False,False,sitk,sitk,keep_original,ok,
ID_c488fbef_ID_ae4af6dd21,segmented,BHSD,"(36, 512, 512)","(36, 512, 512)",0.443359375,0.443359375,5.0,-1024.0,1564.0,-1011.0,-1006.0,-831.0,467.0,1051.0,True,False,False,sitk,sitk,keep_original,ok,
ID_c5479170_ID_6cc8f5463a,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.0,-2048.0,2016.0,-2048.0,-2048.0,-931.0,643.0,1228.0,True,False,False,sitk,sitk,keep_original,ok,
ID_c91d516c_ID_2d2f3d2953,segmented,BHSD,"(28, 512, 512)","(28, 512, 512)",0.4882810115814209,0.4882810115814209,5.562999725341797,-2048.0,1856.0,-2048.0,-2048.0,-970.0,606.0,1373.0,True,False,False,sitk,sitk,keep_original,ok,
ID_c9d6fdc6_ID_7f09be285d,segmented,BHSD,"(38, 512, 512)","(38, 512, 512)",0.49486300349235535,0.49486300349235535,5.0,-1024.0,17738.0,-1010.0,-1001.0,-935.0,276.0,1066.0,True,False,False,sitk,sitk,keep_original,ok,
ID_ca7bbeab_ID_228e9cbe5c,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.3040008544921875,-2048.0,2866.0,-2048.0,-2048.0,-966.0,366.0,1216.570000000007,True,False,False,sitk,sitk,keep_original,ok,
ID_cb4c887c_ID_ec2a4643f3,segmented,BHSD,"(30, 512, 512)","(30, 512, 512)",0.48828125,0.48828125,5.00948429107666,-1024.0,1767.0,-1007.0,-1004.0,-970.0,338.8499999999767,1106.0,True,False,False,sitk,sitk,keep_original,ok,
ID_ccbe16e6_ID_706deb5ba2,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.121000289916992,-2048.0,2015.0,-2048.0,-2048.0,-978.0,642.8499999999767,1578.0,True,False,False,sitk,sitk,keep_original,ok,
ID_cdaa21cb_ID_a5f7ae30f1,segmented,BHSD,"(36, 512, 512)","(36, 512, 512)",0.4882810115814209,0.4882810115814209,5.0,-2048.0,3071.0,-2048.0,-2048.0,-980.0,631.0,1443.570000000007,True,False,False,sitk,sitk,keep_original,ok,
ID_cf8f428f_ID_61ec5a3e22,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.48828125,0.48828125,5.431884765625,-1000.0,1904.0,-1000.0,-1000.0,-979.0,577.0,1140.0,True,False,False,sitk,sitk,keep_original,ok,
ID_d02f2ee1_ID_a732858fcd,segmented,BHSD,"(30, 512, 512)","(30, 512, 512)",0.48828125,0.48828125,5.431884765625,-1024.0,1842.0,-1008.0,-1005.0,-966.0,929.0,1375.0,True,False,False,sitk,sitk,keep_original,ok,
ID_d039497d_ID_da6cc2290f,segmented,BHSD,"(38, 512, 512)","(38, 512, 512)",0.4882810115814209,0.4882810115814209,2.63623046875,-3024.0,2744.0,-3024.0,-3024.0,-1005.0,575.8499999999767,1606.0,True,False,False,sitk,sitk,resample_to_5mm,ok,
ID_d29d246b_ID_6121b401e7,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4947509765625,0.4947509765625,5.0,-1024.0,1794.0,-1009.0,-999.0,-920.0,475.0,1310.0,True,False,False,sitk,sitk,keep_original,ok,
ID_d2deede6_ID_799247e354,segmented,BHSD,"(35, 512, 512)","(35, 512, 512)",0.513671875,0.513671875,5.0,-1024.0,1639.0,-1009.0,-1006.0,-958.0,324.0,733.0,True,False,False,sitk,sitk,keep_original,ok,
ID_d3d99dce_ID_cd10b6aba1,segmented,BHSD,"(28, 512, 512)","(28, 512, 512)",0.4882810115814209,0.4882810115814209,5.374000549316406,-2048.0,2388.0,-2048.0,-2048.0,-953.0,571.0,1448.0,True,False,False,sitk,sitk,keep_original,ok,
ID_d79fa3ff_ID_90d02c54ba,segmented,BHSD,"(34, 512, 512)","(34, 512, 512)",0.4947509765625,0.4947509765625,5.0,-1024.0,15990.0,-1009.0,-1000.0,-924.0,380.0,1011.0,True,False,False,sitk,sitk,keep_original,ok,
ID_d8e67d7d_ID_c182bd8176,segmented,BHSD,"(36, 512, 512)","(36, 512, 512)",0.48828125,0.48828125,5.0,-1024.0,2289.0,-1009.0,-1006.0,-958.0,402.0,993.0,True,False,False,sitk,sitk,keep_original,ok,
ID_d9675573_ID_02237f7694,segmented,BHSD,"(40, 512, 512)","(40, 512, 512)",0.4882810115814209,0.4882810115814209,2.571000099182129,-3024.0,3071.0,-3024.0,-3024.0,-964.0,414.0,1163.0,True,False,False,sitk,sitk,resample_to_5mm,ok,
ID_daf22e49_ID_bf76e84f8d,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.093584060668945,-3024.0,2028.0,-3024.0,-3024.0,-964.0,277.0,1183.0,True,False,False,sitk,sitk,keep_original,ok,
ID_db89259c_ID_2c20aff0f9,segmented,BHSD,"(33, 512, 512)","(33, 512, 512)",0.48828125,0.48828125,5.0,-1019.0,1588.0,-1009.0,-1006.0,-969.0,422.0,1065.0,True,False,False,sitk,sitk,keep_original,ok,
ID_dd3d7720_ID_6a88b9c0eb,segmented,BHSD,"(30, 512, 512)","(30, 512, 512)",0.48828125,0.48828125,5.2880859375,-1024.0,1803.0,-1008.0,-1006.0,-969.0,409.0,894.0,True,False,False,sitk,sitk,keep_original,ok,
ID_df3f0a7d_ID_fbcdf807a8,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.094000339508057,-2048.0,2121.0,-2048.0,-2048.0,-988.0,328.0,1322.570000000007,True,False,False,sitk,sitk,keep_original,ok,
ID_df935041_ID_32b8592d2c,segmented,BHSD,"(40, 512, 512)","(40, 512, 512)",0.4882810115814209,0.4882810115814209,2.7939987182617188,-3024.0,1936.0,-3024.0,-3024.0,-990.0,571.0,1431.570000000007,True,False,False,sitk,sitk,resample_to_5mm,ok,
ID_e05b3047_ID_3d78428b2d,segmented,BHSD,"(36, 512, 512)","(36, 512, 512)",0.4882810115814209,0.4882810115814209,5.256999969482422,-2048.0,2031.0,-2048.0,-2048.0,-994.0,510.0,1347.0,True,False,False,sitk,sitk,keep_original,ok,
ID_e1d9fe9d_ID_f73aea5186,segmented,BHSD,"(28, 512, 512)","(28, 512, 512)",0.4882810115814209,0.4882810115814209,5.373931884765625,-2048.0,1775.0,-2048.0,-2048.0,-983.0,147.0,1170.0,True,False,False,sitk,sitk,keep_original,ok,
ID_e2e2e522_ID_7b7b5543dc,segmented,BHSD,"(30, 512, 512)","(30, 512, 512)",0.4882810115814209,0.4882810115814209,5.392677307128906,-3024.0,2147.0,-3024.0,-3024.0,-1004.0,396.8499999999767,1449.0,True,False,False,sitk,sitk,keep_original,ok,
ID_e393f193_ID_c81bf5f45d,segmented,BHSD,"(30, 512, 512)","(30, 512, 512)",0.48828125,0.48828125,5.14208984375,-1024.0,1682.0,-1006.0,-1004.0,-960.0,304.0,953.0,True,False,False,sitk,sitk,keep_original,ok,
ID_e3db11e0_ID_1863688c5b,segmented,BHSD,"(36, 512, 512)","(36, 512, 512)",0.4882810115814209,0.4882810115814209,5.042999267578125,-2048.0,2096.0,-2048.0,-2048.0,-981.0,588.0,1438.0,True,False,False,sitk,sitk,keep_original,ok,
ID_e566ef9b_ID_439ce9720b,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.486328125,0.486328125,5.516845703125,-1024.0,1712.0,-1022.0,-1008.0,-937.0,416.0,1138.0,True,False,False,sitk,sitk,keep_original,ok,
ID_e714812a_ID_11a3b1afdc,segmented,BHSD,"(34, 512, 512)","(34, 512, 512)",0.4947509765625,0.4947509765625,5.0,-1024.0,27919.0,-1021.0,-1002.0,-885.0,580.0,1569.0,True,False,False,sitk,sitk,keep_original,ok,
ID_e8691c40_ID_4e6812b21a,segmented,BHSD,"(32, 512, 512)","(32, 512, 512)",0.3710939884185791,0.3710939884185791,5.0,-2048.0,2149.0,-2048.0,-2048.0,-686.0,1152.0,1548.0,True,False,False,sitk,sitk,keep_original,ok,
ID_ea687366_ID_452c5f1f8c,segmented,BHSD,"(38, 512, 512)","(38, 512, 512)",0.4947509765625,0.4947509765625,5.0,-1024.0,21029.0,-1012.0,-1001.0,-889.0,402.0,1286.0,True,False,False,sitk,sitk,keep_original,ok,
