branch,case_id,ct_path,mask_path,ct_exists,mask_exists,paired
Segmented Scans,ID_ec8a7bf0_ID_c853ba89ce,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ID_ec8a7bf0_ID_c853ba89ce.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ID_ec8a7bf0_ID_c853ba89ce.nii.gz,True,True,True
Segmented Scans,ID_ed6dfff7_ID_f54a5fd2c8,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ID_ed6dfff7_ID_f54a5fd2c8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ID_ed6dfff7_ID_f54a5fd2c8.nii.gz,True,True,True
Segmented Scans,ID_f1a342da_ID_13d6f969d2,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ID_f1a342da_ID_13d6f969d2.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ID_f1a342da_ID_13d6f969d2.nii.gz,True,True,True
Segmented Scans,ID_f335b6db_ID_d180629430,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ID_f335b6db_ID_d180629430.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ID_f335b6db_ID_d180629430.nii.gz,True,True,True
Segmented Scans,ID_f4795940_ID_6317a06429,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ID_f4795940_ID_6317a06429.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ID_f4795940_ID_6317a06429.nii.gz,True,True,True
Segmented Scans,ID_faa3c13d_ID_c31106b8dc,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ID_faa3c13d_ID_c31106b8dc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ID_faa3c13d_ID_c31106b8dc.nii.gz,True,True,True
Segmented Scans,ID_fb6d0135_ID_497840f16e,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ID_fb6d0135_ID_497840f16e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ID_fb6d0135_ID_497840f16e.nii.gz,True,True,True
Segmented Scans,ID_fcbe7eda_ID_5726e1c630,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ID_fcbe7eda_ID_5726e1c630.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ID_fcbe7eda_ID_5726e1c630.nii.gz,True,True,True
Segmented Scans,a06d518d21,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/a06d518d21.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/a06d518d21.nii.gz,True,True,True
Segmented Scans,a080e2ec9b,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/a080e2ec9b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/a080e2ec9b.nii.gz,True,True,True
Segmented Scans,a090a3a9e6,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/a090a3a9e6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/a090a3a9e6.nii.gz,True,True,True
Segmented Scans,a11b8324fa,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/a11b8324fa.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/a11b8324fa.nii.gz,True,True,True
Segmented Scans,a1a9b59c1a,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/a1a9b59c1a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/a1a9b59c1a.nii.gz,True,True,True
Segmented Scans,a206deadb3,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/a206deadb3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/a206deadb3.nii.gz,True,True,True
Segmented Scans,a2ee5e28d9,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/a2ee5e28d9.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/a2ee5e28d9.nii.gz,True,True,True
Segmented Scans,a3ea59c62c,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/a3ea59c62c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/a3ea59c62c.nii.gz,True,True,True
Segmented Scans,a43ad2b9ac,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/a43ad2b9ac.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/a43ad2b9ac.nii.gz,True,True,True
Segmented Scans,a43d6f7d3b,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/a43d6f7d3b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/a43d6f7d3b.nii.gz,True,True,True
Segmented Scans,a4614a9f72,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/a4614a9f72.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/a4614a9f72.nii.gz,True,True,True
Segmented Scans,a64269c9e4,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/a64269c9e4.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/a64269c9e4.nii.gz,True,True,True
Segmented Scans,aa190d2465,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/aa190d2465.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/aa190d2465.nii.gz,True,True,True
Segmented Scans,aa86bb6386,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/aa86bb6386.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/aa86bb6386.nii.gz,True,True,True
Segmented Scans,ab009c2cd3,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ab009c2cd3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ab009c2cd3.nii.gz,True,True,True
Segmented Scans,aca03293ea,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/aca03293ea.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/aca03293ea.nii.gz,True,True,True
Segmented Scans,acd2654182,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/acd2654182.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/acd2654182.nii.gz,True,True,True
Segmented Scans,add7598f08,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/add7598f08.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/add7598f08.nii.gz,True,True,True
Segmented Scans,ae6284de1b,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ae6284de1b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ae6284de1b.nii.gz,True,True,True
Segmented Scans,ae9c939e29,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ae9c939e29.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ae9c939e29.nii.gz,True,True,True
Segmented Scans,aee6477d69,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/aee6477d69.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/aee6477d69.nii.gz,True,True,True
Segmented Scans,af5b751187,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/af5b751187.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/af5b751187.nii.gz,True,True,True
Segmented Scans,af606c1d17,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/af606c1d17.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/af606c1d17.nii.gz,True,True,True
Segmented Scans,b042155545,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/b042155545.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/b042155545.nii.gz,True,True,True
Segmented Scans,b26725a6d4,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/b26725a6d4.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/b26725a6d4.nii.gz,True,True,True
Segmented Scans,b44f67f843,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/b44f67f843.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/b44f67f843.nii.gz,True,True,True
Segmented Scans,b6617f9e71,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/b6617f9e71.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/b6617f9e71.nii.gz,True,True,True
Segmented Scans,ba000cea10,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ba000cea10.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ba000cea10.nii.gz,True,True,True
Segmented Scans,bc3882c42b,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/bc3882c42b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/bc3882c42b.nii.gz,True,True,True
Segmented Scans,bd509716e1,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/bd509716e1.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/bd509716e1.nii.gz,True,True,True
Segmented Scans,bd51c3ba34,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/bd51c3ba34.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/bd51c3ba34.nii.gz,True,True,True
Segmented Scans,be95ae6c0b,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/be95ae6c0b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/be95ae6c0b.nii.gz,True,True,True
Segmented Scans,bf7891541c,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/bf7891541c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/bf7891541c.nii.gz,True,True,True
Segmented Scans,bfd5d11a56,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/bfd5d11a56.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/bfd5d11a56.nii.gz,True,True,True
Segmented Scans,bfdb6396fd,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/bfdb6396fd.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/bfdb6396fd.nii.gz,True,True,True
Segmented Scans,c1a8e5eafe,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/c1a8e5eafe.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/c1a8e5eafe.nii.gz,True,True,True
Segmented Scans,c27ad9a4fc,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/c27ad9a4fc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/c27ad9a4fc.nii.gz,True,True,True
Segmented Scans,c5bb5713ee,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/c5bb5713ee.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/c5bb5713ee.nii.gz,True,True,True
Segmented Scans,c6e90ae154,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/c6e90ae154.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/c6e90ae154.nii.gz,True,True,True
Segmented Scans,c75ae4e374,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/c75ae4e374.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/c75ae4e374.nii.gz,True,True,True
Segmented Scans,c76da57125,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/c76da57125.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/c76da57125.nii.gz,True,True,True
Segmented Scans,c87573d9ae,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/c87573d9ae.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/c87573d9ae.nii.gz,True,True,True
Segmented Scans,c9279c1877,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/c9279c1877.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/c9279c1877.nii.gz,True,True,True
Segmented Scans,c98bb600aa,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/c98bb600aa.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/c98bb600aa.nii.gz,True,True,True
Segmented Scans,c9a006f4cc,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/c9a006f4cc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/c9a006f4cc.nii.gz,True,True,True
Segmented Scans,c9f572b2ba,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/c9f572b2ba.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/c9f572b2ba.nii.gz,True,True,True
Segmented Scans,ca31f86318,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ca31f86318.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ca31f86318.nii.gz,True,True,True
Segmented Scans,ca4396e9f4,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ca4396e9f4.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ca4396e9f4.nii.gz,True,True,True
Segmented Scans,cba7d5966e,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/cba7d5966e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/cba7d5966e.nii.gz,True,True,True
Segmented Scans,cbbc4b6f11,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/cbbc4b6f11.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/cbbc4b6f11.nii.gz,True,True,True
Segmented Scans,cc519e5f25,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/cc519e5f25.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/cc519e5f25.nii.gz,True,True,True
Segmented Scans,cc923a7acd,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/cc923a7acd.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/cc923a7acd.nii.gz,True,True,True
Segmented Scans,cee8c7d733,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/cee8c7d733.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/cee8c7d733.nii.gz,True,True,True
Segmented Scans,ceed1296c1,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ceed1296c1.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ceed1296c1.nii.gz,True,True,True
Segmented Scans,cf84ffc14f,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/cf84ffc14f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/cf84ffc14f.nii.gz,True,True,True
Segmented Scans,cf93952124,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/cf93952124.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/cf93952124.nii.gz,True,True,True
Segmented Scans,ct-049,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ct-049.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ct-049.nii.gz,True,True,True
Segmented Scans,ct-050,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ct-050.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ct-050.nii.gz,True,True,True
Segmented Scans,ct-051,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ct-051.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ct-051.nii.gz,True,True,True
Segmented Scans,ct-052,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ct-052.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ct-052.nii.gz,True,True,True
Segmented Scans,ct-053,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ct-053.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ct-053.nii.gz,True,True,True
Segmented Scans,ct-054,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ct-054.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ct-054.nii.gz,True,True,True
Segmented Scans,ct-055,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ct-055.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ct-055.nii.gz,True,True,True
Segmented Scans,ct-056,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ct-056.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ct-056.nii.gz,True,True,True
Segmented Scans,ct-057,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ct-057.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ct-057.nii.gz,True,True,True
Segmented Scans,ct-058,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ct-058.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ct-058.nii.gz,True,True,True
Segmented Scans,ct-066,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ct-066.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ct-066.nii.gz,True,True,True
Segmented Scans,ct-067,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ct-067.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ct-067.nii.gz,True,True,True
Segmented Scans,ct-068,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ct-068.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ct-068.nii.gz,True,True,True
Segmented Scans,ct-069,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ct-069.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ct-069.nii.gz,True,True,True
Segmented Scans,ct-070,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ct-070.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ct-070.nii.gz,True,True,True
Segmented Scans,ct-071,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ct-071.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ct-071.nii.gz,True,True,True
Segmented Scans,ct-072,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ct-072.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ct-072.nii.gz,True,True,True
Segmented Scans,ct-073,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/ct_scans/ct-073.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Segmented Scans/masks/ct-073.nii.gz,True,True,True
