case_id,branch,source_dataset,ct_reader_backend,mask_reader_backend,hu_action,resample_action,status,error
28d827adfe,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
28e821ef3e,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
28f137a8e2,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
28fd4ee29b,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
29a66349a2,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
29afb86c9a,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
29b00bd163,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
29b0b5c22d,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
29cd8d8ada,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
29d0a9b093,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
29d5d05597,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
29dc78ddfb,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
29dd595945,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
29e2557d03,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
29efb90389,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
29fe096137,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
2a013aa460,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
2a0a9178ba,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
2a156e04b9,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
2a2257643b,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
2a23b7eac0,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
2a30acf4ba,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
2a373508bc,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
2a3c0b09f6,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
2a3f70499e,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
2a57606574,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
ID_0237f3c9_ID_40015688b9,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_029ebbea_ID_563afa0901,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_02b882cc_ID_a4892e60ae,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_02f779fb_ID_c4d7f33559,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_041e6601_ID_1fa1d20bba,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_0492041f_ID_b4fcf2f799,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_05331dc6_ID_47213b7e2e,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_07365cde_ID_8e661b8f07,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_089596a9_ID_ea71b57820,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_09b33fc4_ID_bcd322d4ed,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_0b10cbee_ID_f91d6a7cd2,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_0c3eef60_ID_6994ad7df0,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_0c6b97a9_ID_6011bb9ce8,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_10beb45f_ID_7184e80f09,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_10c64d22_ID_4c9aad31ca,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_14058625_ID_527c581583,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_1653b22b_ID_c35cd0de73,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_16ed917a_ID_145f184354,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_181aab15_ID_062634d043,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_18747540_ID_1eb1de9633,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_1879071b_ID_4b8e1377e7,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_196704db_ID_4eb6296376,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_199b0a56_ID_09e623e993,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_19d26713_ID_9f54cdc920,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_1cbe2853_ID_37afefdc7c,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_2334b45f_ID_9f31e831ac,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_253e809f_ID_095d8c391f,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_268b38fe_ID_d747ae3ffb,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_2872834a_ID_542e9d00da,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_2931ca43_ID_2a2b28e0ab,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_2949cdc6_ID_dcb864c93f,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_2a42d0a0_ID_5fdc3fb915,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_2db7ee14_ID_2591d00dfc,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_2db7ee14_ID_f27e38fdfd,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_2e21c3f3_ID_bc8f99a0cc,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_30d19531_ID_cf607a5cd7,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_3343ddf2_ID_fddff2e9c1,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_338738e7_ID_0808281b2a,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_346de481_ID_2e8fea0d9a,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_39702b69_ID_167ab8c629,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_39bdd84b_ID_a318f304e4,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_39e94772_ID_f1a5ef6a24,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_3bda60be_ID_067209cc9a,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_3be7cc35_ID_cf2643c5a8,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_3dab46e7_ID_e837f87e46,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_3e481fc5_ID_750530c215,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_41a55df8_ID_ca0abe844a,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_4681a956_ID_5b133aa2c0,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_46cd34ad_ID_3003623499,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_47aa2b3a_ID_95a9953aba,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_495ac92a_ID_4daa7b9cc7,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_4a16396b_ID_1f3e0c2c5c,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_4e227c9c_ID_d8607fa88e,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_4e25e744_ID_b0275c19cd,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_4ec93c83_ID_b76a4106f8,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_50b54af0_ID_fbeeed4370,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_5117f9bf_ID_14d96feecf,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_552aabb9_ID_152fdcf86e,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_55742eb7_ID_7d5ad548ca,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_56983eda_ID_a1eb0918d6,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_56faaf6f_ID_dd8f688dff,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_58d2ebfa_ID_76487f508f,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_5910d129_ID_094eb98167,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_596dfbc1_ID_fe7dab2602,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_5adb32dc_ID_35dd6d3d56,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_5ca2154a_ID_d4984e0dcc,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_5e405f44_ID_7a773f615f,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_5f53ab26_ID_f1c7d54a53,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_63862d24_ID_24f0f2ff02,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_66a9a60e_ID_3a4f389a07,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_6874ab42_ID_209e53bf66,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_693f2d48_ID_06a88c0e8b,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_69b19057_ID_44d0da38f2,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_69e721e0_ID_a6f36605d7,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_6a6976ae_ID_97ae10a424,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_6bb6dd02_ID_dd6370b417,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_6c70bf18_ID_3915fd7d41,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_6c85adda_ID_86bc0ab248,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_6caf8d60_ID_3634a47122,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_6fcd55db_ID_9ed6724906,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_727c946e_ID_e1fd84171a,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_73cae446_ID_852cb06998,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_751df220_ID_4c26128a8d,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_75448f16_ID_780b14c9d7,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_77cd921b_ID_e0d0a5f299,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_7860208e_ID_f68c193b69,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_790acb3f_ID_c294f81468,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_7d5594ff_ID_cb535d3e8b,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_7db5845a_ID_0c7cd6982b,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_7e8279ce_ID_75522ba124,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_7f065b1e_ID_4c02f6eaaf,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_80b8d734_ID_f599f2d14b,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_811a274b_ID_fa1c9402fb,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_82cfc6a8_ID_da93401499,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_83a07ec6_ID_ef148a90ed,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_85f42dd5_ID_a0ef1a9eaf,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_87385103_ID_684afaed55,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_87e60d98_ID_0c2d2758ae,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_88dbe13f_ID_01c5078fbf,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_8d326f80_ID_87b6843dde,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_8d914da6_ID_b4eb9c8234,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_8e8df8c0_ID_857231e0c6,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_90233c1a_ID_51c49c9abf,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_90b88b8b_ID_8d39c61ccd,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_92ef7cc4_ID_b0c4006e93,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_94271e7f_ID_50fb725eb8,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_95c4a59c_ID_47aa7ea02b,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_9631ec18_ID_c205d02b10,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_96967deb_ID_5d782e9379,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_96cd5341_ID_41b80bd3ec,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_977da27d_ID_7ca7e2a2e4,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_981d95a4_ID_ec08553ddc,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_98450f26_ID_8d66ffdc94,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_98fcfe52_ID_a8bbf4336d,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_997f19cf_ID_8fc04eb1f5,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_9a8ad2df_ID_0ec627c99a,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_9ba3be10_ID_1c4e9f3c40,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_9cc1c1a0_ID_8fb44d82d0,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_9dce269b_ID_4191982e02,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_9e0eaeeb_ID_be5b5b11eb,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_9ed18606_ID_8cfe740d83,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_a1703be5_ID_d0e02f0443,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_a2ddcdfe_ID_d7aedfd21f,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_a40e10b0_ID_18c55dad14,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_a429fd9a_ID_2eabc43f3d,segmented,BHSD,sitk,sitk,dropped_non_hu_like,not_processed,dropped_non_hu_like,
ID_a554892c_ID_7d5bccea0e,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_a72de500_ID_87b2b4fc60,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_a768755c_ID_3541b002ac,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_a84354a5_ID_6699da85bb,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_a9b3fedc_ID_3850bef0a3,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_a9fe41fd_ID_ba000cea10,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_aaf2973d_ID_4002bc3ced,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_ab1ba874_ID_0c1c9bf0ae,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_acaa9bd1_ID_02fe96388e,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_ad252872_ID_74f728bfad,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_af8ac3ec_ID_81a154bf08,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_b14c7e8b_ID_fe3a6804e3,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_b1d5d5e8_ID_4cfa36b63f,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_b367130b_ID_debc60a9ba,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_b3a33085_ID_175a5c4119,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_b79a2d4a_ID_710cdb6530,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_b80aec97_ID_2aa91505e6,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_b85bdbe9_ID_cb52cd5d53,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_b92014da_ID_a9310805a0,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_b972b07f_ID_b5ace7f563,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_ba3a77dd_ID_70715be365,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_c08a7b51_ID_b98f437f69,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_c1e1c4ef_ID_521bc36497,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_c3769f3a_ID_32fc557515,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_c488fbef_ID_ae4af6dd21,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_c5479170_ID_6cc8f5463a,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_c91d516c_ID_2d2f3d2953,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_c9d6fdc6_ID_7f09be285d,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_ca7bbeab_ID_228e9cbe5c,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_cb4c887c_ID_ec2a4643f3,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_ccbe16e6_ID_706deb5ba2,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_cdaa21cb_ID_a5f7ae30f1,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_cf8f428f_ID_61ec5a3e22,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_d02f2ee1_ID_a732858fcd,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_d039497d_ID_da6cc2290f,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_d29d246b_ID_6121b401e7,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_d2deede6_ID_799247e354,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_d3d99dce_ID_cd10b6aba1,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_d79fa3ff_ID_90d02c54ba,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_d8e67d7d_ID_c182bd8176,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_d9675573_ID_02237f7694,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_daf22e49_ID_bf76e84f8d,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_db89259c_ID_2c20aff0f9,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_dd3d7720_ID_6a88b9c0eb,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_df3f0a7d_ID_fbcdf807a8,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_df935041_ID_32b8592d2c,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_e05b3047_ID_3d78428b2d,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_e1d9fe9d_ID_f73aea5186,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_e2e2e522_ID_7b7b5543dc,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_e393f193_ID_c81bf5f45d,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_e3db11e0_ID_1863688c5b,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_e566ef9b_ID_439ce9720b,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_e714812a_ID_11a3b1afdc,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_e8691c40_ID_4e6812b21a,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_ea687366_ID_452c5f1f8c,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_eac5718d_ID_5a2b7690df,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_eb093f57_ID_0e2b33b4c9,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_eb39f236_ID_d7edccdb08,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_eb5a964a_ID_c2f5350a3f,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_ec8a7bf0_ID_c853ba89ce,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_ed6dfff7_ID_f54a5fd2c8,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_f1a342da_ID_13d6f969d2,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_f335b6db_ID_d180629430,segmented,BHSD,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
ID_f4795940_ID_6317a06429,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_faa3c13d_ID_c31106b8dc,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_fb6d0135_ID_497840f16e,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
ID_fcbe7eda_ID_5726e1c630,segmented,BHSD,sitk,sitk,no_offset_fix,kept_original,ok,
CQ500-CT-10,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-108,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-113,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-121,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-125,segmented,CQ500-51,nibabel_fallback,sitk,no_offset_fix,kept_original,ok,
CQ500-CT-13,segmented,CQ500-51,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-137,segmented,CQ500-51,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-139,segmented,CQ500-51,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-15,segmented,CQ500-51,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-159,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-173,segmented,CQ500-51,nibabel_fallback,sitk,no_offset_fix,kept_original,ok,
CQ500-CT-181,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-182,segmented,CQ500-51,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-183,segmented,CQ500-51,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-187,segmented,CQ500-51,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-19,segmented,CQ500-51,nibabel_fallback,sitk,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-196,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-202,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-207,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-208,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,kept_original,ok,
CQ500-CT-210,segmented,CQ500-51,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-22,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-225,segmented,CQ500-51,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-226,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-227,segmented,CQ500-51,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-236,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,kept_original,ok,
CQ500-CT-237,segmented,CQ500-51,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-243,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-247,segmented,CQ500-51,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-249,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-250,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-256,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-35,segmented,CQ500-51,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-4,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-40,segmented,CQ500-51,nibabel_fallback,nibabel_fallback,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-479,segmented,CQ500-51,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-480,segmented,CQ500-51,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-485,segmented,CQ500-51,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
CQ500-CT-488,segmented,CQ500-51,nibabel_fallback,sitk,no_offset_fix,resampled_to_5mm,ok,
