branch,case_id,status,ct_backend,mask_backend,ct_shape,mask_shape,ct_dtype,mask_dtype,ct_out,mask_out,error
Segmented Scans,ct-055,ok,sitk,sitk,"(56, 3, 512, 512)","(56, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-055.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-055.npy,
Segmented Scans,ct-056,ok,sitk,sitk,"(40, 3, 512, 512)","(40, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-056.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-056.npy,
Segmented Scans,ct-057,ok,sitk,sitk,"(43, 3, 512, 512)","(43, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-057.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-057.npy,
Segmented Scans,ct-058,ok,sitk,sitk,"(38, 3, 512, 512)","(38, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-058.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-058.npy,
Segmented Scans,ct-066,ok,sitk,sitk,"(34, 3, 512, 512)","(34, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-066.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-066.npy,
Segmented Scans,ct-067,ok,sitk,sitk,"(31, 3, 512, 512)","(31, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-067.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-067.npy,
Segmented Scans,ct-068,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-068.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-068.npy,
Segmented Scans,ct-069,ok,sitk,sitk,"(40, 3, 512, 512)","(40, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-069.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-069.npy,
Segmented Scans,ct-070,ok,sitk,sitk,"(39, 3, 512, 512)","(39, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-070.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-070.npy,
Segmented Scans,ct-071,ok,sitk,sitk,"(34, 3, 512, 512)","(34, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-071.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-071.npy,
Segmented Scans,ct-072,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-072.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-072.npy,
Segmented Scans,ct-073,ok,sitk,sitk,"(37, 3, 512, 512)","(37, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-073.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-073.npy,
Segmented Scans,ct-074,ok,sitk,sitk,"(39, 3, 512, 512)","(39, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-074.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-074.npy,
Segmented Scans,ct-075,ok,sitk,sitk,"(36, 3, 512, 512)","(36, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-075.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-075.npy,
Segmented Scans,ct-076,ok,sitk,sitk,"(51, 3, 512, 512)","(51, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-076.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-076.npy,
Segmented Scans,ct-077,ok,sitk,sitk,"(35, 3, 512, 512)","(35, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-077.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-077.npy,
Segmented Scans,ct-078,ok,sitk,sitk,"(36, 3, 512, 512)","(36, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-078.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-078.npy,
Segmented Scans,ct-079,ok,sitk,sitk,"(40, 3, 512, 512)","(40, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-079.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-079.npy,
Segmented Scans,ct-080,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-080.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-080.npy,
Segmented Scans,ct-081,ok,sitk,sitk,"(56, 3, 512, 512)","(56, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-081.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-081.npy,
Segmented Scans,ct-082,ok,sitk,sitk,"(34, 3, 512, 512)","(34, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-082.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-082.npy,
Segmented Scans,ct-083,ok,sitk,sitk,"(37, 3, 512, 512)","(37, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-083.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-083.npy,
Segmented Scans,ct-084,ok,sitk,sitk,"(52, 3, 512, 512)","(52, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-084.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-084.npy,
Segmented Scans,ct-085,ok,sitk,sitk,"(34, 3, 512, 512)","(34, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-085.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-085.npy,
Segmented Scans,ct-086,ok,sitk,sitk,"(37, 3, 512, 512)","(37, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-086.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-086.npy,
Segmented Scans,ct-087,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-087.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-087.npy,
Segmented Scans,ct-088,ok,sitk,sitk,"(34, 3, 512, 512)","(34, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-088.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-088.npy,
Segmented Scans,ct-089,ok,sitk,sitk,"(42, 3, 512, 512)","(42, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-089.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-089.npy,
Segmented Scans,ct-090,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-090.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-090.npy,
Segmented Scans,ct-091,ok,sitk,sitk,"(37, 3, 512, 512)","(37, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-091.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-091.npy,
Segmented Scans,ct-092,ok,sitk,sitk,"(37, 3, 512, 512)","(37, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-092.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-092.npy,
Segmented Scans,ct-093,ok,sitk,sitk,"(38, 3, 512, 512)","(38, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-093.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-093.npy,
Segmented Scans,ct-094,ok,sitk,sitk,"(47, 3, 512, 512)","(47, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-094.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-094.npy,
Segmented Scans,ct-095,ok,sitk,sitk,"(37, 3, 512, 512)","(37, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-095.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-095.npy,
Segmented Scans,ct-096,ok,sitk,sitk,"(37, 3, 512, 512)","(37, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-096.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-096.npy,
Segmented Scans,ct-097,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-097.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-097.npy,
Segmented Scans,ct-098,ok,sitk,sitk,"(48, 3, 512, 512)","(48, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-098.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-098.npy,
Segmented Scans,ct-099,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-099.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-099.npy,
Segmented Scans,ct-100,ok,sitk,sitk,"(34, 3, 512, 512)","(34, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-100.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-100.npy,
Segmented Scans,ct-101,ok,sitk,sitk,"(35, 3, 512, 512)","(35, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-101.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-101.npy,
Segmented Scans,ct-102,ok,sitk,sitk,"(37, 3, 512, 512)","(37, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-102.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-102.npy,
Segmented Scans,ct-103,ok,sitk,sitk,"(40, 3, 512, 512)","(40, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-103.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-103.npy,
Segmented Scans,ct-104,ok,sitk,sitk,"(31, 3, 512, 512)","(31, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-104.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-104.npy,
Segmented Scans,ct-105,ok,sitk,sitk,"(34, 3, 512, 512)","(34, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-105.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-105.npy,
Segmented Scans,ct-106,ok,sitk,sitk,"(36, 3, 512, 512)","(36, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-106.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-106.npy,
Segmented Scans,ct-107,ok,sitk,sitk,"(37, 3, 512, 512)","(37, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-107.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-107.npy,
Segmented Scans,ct-108,ok,sitk,sitk,"(58, 3, 512, 512)","(58, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-108.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-108.npy,
Segmented Scans,ct-109,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-109.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-109.npy,
Segmented Scans,ct-110,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-110.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-110.npy,
Segmented Scans,ct-111,ok,sitk,sitk,"(39, 3, 512, 512)","(39, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-111.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-111.npy,
Segmented Scans,ct-112,ok,sitk,sitk,"(38, 3, 512, 512)","(38, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-112.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-112.npy,
Segmented Scans,ct-113,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-113.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-113.npy,
Segmented Scans,ct-114,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-114.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-114.npy,
Segmented Scans,ct-115,ok,sitk,sitk,"(38, 3, 512, 512)","(38, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-115.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-115.npy,
Segmented Scans,ct-116,ok,sitk,sitk,"(36, 3, 512, 512)","(36, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-116.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-116.npy,
Segmented Scans,ct-117,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-117.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-117.npy,
Segmented Scans,ct-118,ok,sitk,sitk,"(35, 3, 512, 512)","(35, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-118.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-118.npy,
Segmented Scans,ct-119,ok,sitk,sitk,"(36, 3, 512, 512)","(36, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-119.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-119.npy,
Segmented Scans,ct-120,ok,sitk,sitk,"(35, 3, 512, 512)","(35, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-120.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-120.npy,
Segmented Scans,ct-121,ok,sitk,sitk,"(35, 3, 512, 512)","(35, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-121.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-121.npy,
Segmented Scans,ct-122,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-122.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-122.npy,
Segmented Scans,ct-123,ok,sitk,sitk,"(43, 3, 512, 512)","(43, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-123.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-123.npy,
Segmented Scans,ct-124,ok,sitk,sitk,"(37, 3, 512, 512)","(37, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-124.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-124.npy,
Segmented Scans,ct-125,ok,sitk,sitk,"(43, 3, 512, 512)","(43, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-125.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-125.npy,
Segmented Scans,ct-126,ok,sitk,sitk,"(34, 3, 512, 512)","(34, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-126.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-126.npy,
Segmented Scans,ct-127,ok,sitk,sitk,"(36, 3, 512, 512)","(36, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-127.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-127.npy,
Segmented Scans,ct-128,ok,sitk,sitk,"(35, 3, 512, 512)","(35, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-128.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-128.npy,
Segmented Scans,ct-129,ok,sitk,sitk,"(35, 3, 512, 512)","(35, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-129.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-129.npy,
Segmented Scans,ct-130,ok,sitk,sitk,"(36, 3, 512, 512)","(36, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ct-130.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ct-130.npy,
Segmented Scans,d0ff1d6ce6,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/d0ff1d6ce6.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/d0ff1d6ce6.npy,
Segmented Scans,d11ef8c224,ok,sitk,sitk,"(28, 3, 512, 512)","(28, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/d11ef8c224.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/d11ef8c224.npy,
Segmented Scans,d42e1c78a1,ok,sitk,sitk,"(40, 3, 512, 512)","(40, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/d42e1c78a1.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/d42e1c78a1.npy,
Segmented Scans,d47b77d7ab,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/d47b77d7ab.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/d47b77d7ab.npy,
Segmented Scans,d5255356a3,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/d5255356a3.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/d5255356a3.npy,
Segmented Scans,d580615f5f,ok,sitk,sitk,"(34, 3, 512, 512)","(34, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/d580615f5f.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/d580615f5f.npy,
Segmented Scans,d5a08cdc39,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/d5a08cdc39.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/d5a08cdc39.npy,
Segmented Scans,d8835e8ec3,ok,sitk,sitk,"(36, 3, 512, 512)","(36, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/d8835e8ec3.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/d8835e8ec3.npy,
Segmented Scans,d93a29f33e,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/d93a29f33e.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/d93a29f33e.npy,
Segmented Scans,dc61341c3c,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/dc61341c3c.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/dc61341c3c.npy,
Segmented Scans,dcbd3197b4,ok,sitk,sitk,"(36, 3, 512, 512)","(36, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/dcbd3197b4.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/dcbd3197b4.npy,
Segmented Scans,dd5044a8ac,ok,sitk,sitk,"(44, 3, 512, 512)","(44, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/dd5044a8ac.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/dd5044a8ac.npy,
Segmented Scans,ddfae03f30,ok,sitk,sitk,"(28, 3, 512, 512)","(28, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/ddfae03f30.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/ddfae03f30.npy,
Segmented Scans,de668efc13,ok,sitk,sitk,"(24, 3, 512, 512)","(24, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/de668efc13.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/de668efc13.npy,
Segmented Scans,df4e4ae0e6,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/df4e4ae0e6.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/df4e4ae0e6.npy,
Segmented Scans,dfa992b2c9,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/ct_scans/dfa992b2c9.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Segmented Scans/masks/dfa992b2c9.npy,
