source_dataset,original_stem,final_case_id,ct_src,mask_src,ct_dst,mask_dst
HemSeg500,89fc855c8e,89fc855c8e,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/89fc855c8e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/89fc855c8e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/89fc855c8e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/89fc855c8e.nii.gz
HemSeg500,8cdbd94386,8cdbd94386,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/8cdbd94386.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/8cdbd94386.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/8cdbd94386.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/8cdbd94386.nii.gz
HemSeg500,8e388643b8,8e388643b8,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/8e388643b8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/8e388643b8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/8e388643b8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/8e388643b8.nii.gz
HemSeg500,8f2c4f3b72,8f2c4f3b72,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/8f2c4f3b72.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/8f2c4f3b72.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/8f2c4f3b72.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/8f2c4f3b72.nii.gz
HemSeg500,901fa2058a,901fa2058a,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/901fa2058a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/901fa2058a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/901fa2058a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/901fa2058a.nii.gz
HemSeg500,909cf011fc,909cf011fc,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/909cf011fc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/909cf011fc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/909cf011fc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/909cf011fc.nii.gz
HemSeg500,90c717065e,90c717065e,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/90c717065e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/90c717065e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/90c717065e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/90c717065e.nii.gz
HemSeg500,9108fc72be,9108fc72be,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/9108fc72be.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/9108fc72be.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/9108fc72be.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/9108fc72be.nii.gz
HemSeg500,910a4dd4d6,910a4dd4d6,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/910a4dd4d6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/910a4dd4d6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/910a4dd4d6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/910a4dd4d6.nii.gz
HemSeg500,91cae68878,91cae68878,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/91cae68878.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/91cae68878.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/91cae68878.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/91cae68878.nii.gz
HemSeg500,91f2c70bd1,91f2c70bd1,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/91f2c70bd1.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/91f2c70bd1.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/91f2c70bd1.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/91f2c70bd1.nii.gz
HemSeg500,92b7e2c6f7,92b7e2c6f7,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/92b7e2c6f7.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/92b7e2c6f7.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/92b7e2c6f7.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/92b7e2c6f7.nii.gz
HemSeg500,9306e6458e,9306e6458e,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/9306e6458e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/9306e6458e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/9306e6458e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/9306e6458e.nii.gz
HemSeg500,938c3de17e,938c3de17e,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/938c3de17e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/938c3de17e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/938c3de17e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/938c3de17e.nii.gz
HemSeg500,938c4efd14,938c4efd14,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/938c4efd14.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/938c4efd14.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/938c4efd14.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/938c4efd14.nii.gz
HemSeg500,93da09b78f,93da09b78f,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/93da09b78f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/93da09b78f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/93da09b78f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/93da09b78f.nii.gz
HemSeg500,93dde5f0a1,93dde5f0a1,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/93dde5f0a1.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/93dde5f0a1.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/93dde5f0a1.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/93dde5f0a1.nii.gz
HemSeg500,93e5988f16,93e5988f16,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/93e5988f16.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/93e5988f16.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/93e5988f16.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/93e5988f16.nii.gz
HemSeg500,93f3df8132,93f3df8132,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/93f3df8132.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/93f3df8132.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/93f3df8132.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/93f3df8132.nii.gz
HemSeg500,947a0cb55a,947a0cb55a,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/947a0cb55a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/947a0cb55a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/947a0cb55a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/947a0cb55a.nii.gz
HemSeg500,9493adda69,9493adda69,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/9493adda69.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/9493adda69.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/9493adda69.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/9493adda69.nii.gz
HemSeg500,949af16ff6,949af16ff6,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/949af16ff6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/949af16ff6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/949af16ff6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/949af16ff6.nii.gz
HemSeg500,9527d43102,9527d43102,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/9527d43102.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/9527d43102.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/9527d43102.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/9527d43102.nii.gz
HemSeg500,9571b76737,9571b76737,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/9571b76737.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/9571b76737.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/9571b76737.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/9571b76737.nii.gz
HemSeg500,95ebc0d763,95ebc0d763,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/95ebc0d763.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/95ebc0d763.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/95ebc0d763.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/95ebc0d763.nii.gz
HemSeg500,96606492b5,96606492b5,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/96606492b5.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/96606492b5.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/96606492b5.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/96606492b5.nii.gz
HemSeg500,96c6a3b3a8,96c6a3b3a8,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/96c6a3b3a8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/96c6a3b3a8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/96c6a3b3a8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/96c6a3b3a8.nii.gz
HemSeg500,96d2be3adb,96d2be3adb,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/96d2be3adb.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/96d2be3adb.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/96d2be3adb.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/96d2be3adb.nii.gz
HemSeg500,96dcf0473c,96dcf0473c,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/96dcf0473c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/96dcf0473c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/96dcf0473c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/96dcf0473c.nii.gz
HemSeg500,96e7757122,96e7757122,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/96e7757122.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/96e7757122.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/96e7757122.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/96e7757122.nii.gz
HemSeg500,973749b7ce,973749b7ce,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/973749b7ce.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/973749b7ce.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/973749b7ce.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/973749b7ce.nii.gz
HemSeg500,977d91b4bb,977d91b4bb,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/977d91b4bb.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/977d91b4bb.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/977d91b4bb.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/977d91b4bb.nii.gz
HemSeg500,9789ae9923,9789ae9923,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/9789ae9923.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/9789ae9923.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/9789ae9923.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/9789ae9923.nii.gz
HemSeg500,97fd171c61,97fd171c61,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/97fd171c61.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/97fd171c61.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/97fd171c61.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/97fd171c61.nii.gz
HemSeg500,991c958d94,991c958d94,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/991c958d94.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/991c958d94.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/991c958d94.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/991c958d94.nii.gz
HemSeg500,9933598d50,9933598d50,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/9933598d50.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/9933598d50.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/9933598d50.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/9933598d50.nii.gz
HemSeg500,99d14515e4,99d14515e4,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/99d14515e4.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/99d14515e4.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/99d14515e4.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/99d14515e4.nii.gz
HemSeg500,9a7a61f482,9a7a61f482,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/9a7a61f482.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/9a7a61f482.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/9a7a61f482.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/9a7a61f482.nii.gz
HemSeg500,9b4b4287bb,9b4b4287bb,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/9b4b4287bb.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/9b4b4287bb.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/9b4b4287bb.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/9b4b4287bb.nii.gz
HemSeg500,9ec43e65d5,9ec43e65d5,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/9ec43e65d5.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/9ec43e65d5.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/9ec43e65d5.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/9ec43e65d5.nii.gz
HemSeg500,9ed6724906,9ed6724906,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/9ed6724906.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/9ed6724906.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/9ed6724906.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/9ed6724906.nii.gz
HemSeg500,9f006ce4ef,9f006ce4ef,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/9f006ce4ef.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/9f006ce4ef.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/9f006ce4ef.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/9f006ce4ef.nii.gz
HemSeg500,a06d518d21,a06d518d21,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/a06d518d21.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/a06d518d21.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/a06d518d21.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/a06d518d21.nii.gz
HemSeg500,a080e2ec9b,a080e2ec9b,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/a080e2ec9b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/a080e2ec9b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/a080e2ec9b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/a080e2ec9b.nii.gz
HemSeg500,a090a3a9e6,a090a3a9e6,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/a090a3a9e6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/a090a3a9e6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/a090a3a9e6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/a090a3a9e6.nii.gz
HemSeg500,a11b8324fa,a11b8324fa,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/a11b8324fa.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/a11b8324fa.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/a11b8324fa.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/a11b8324fa.nii.gz
HemSeg500,a1a9b59c1a,a1a9b59c1a,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/a1a9b59c1a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/a1a9b59c1a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/a1a9b59c1a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/a1a9b59c1a.nii.gz
HemSeg500,a206deadb3,a206deadb3,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/a206deadb3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/a206deadb3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/a206deadb3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/a206deadb3.nii.gz
HemSeg500,a2ee5e28d9,a2ee5e28d9,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/a2ee5e28d9.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/a2ee5e28d9.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/a2ee5e28d9.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/a2ee5e28d9.nii.gz
HemSeg500,a3ea59c62c,a3ea59c62c,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/a3ea59c62c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/a3ea59c62c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/a3ea59c62c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/a3ea59c62c.nii.gz
HemSeg500,a43ad2b9ac,a43ad2b9ac,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/a43ad2b9ac.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/a43ad2b9ac.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/a43ad2b9ac.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/a43ad2b9ac.nii.gz
