case_id,branch,source_dataset,file_ext,file_ext_current,file_ext_original_ct,file_ext_original_mask,ct_path,mask_path,status,reason
CQ500-CT-207,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-207.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-207.nii.gz,kept,
CQ500-CT-208,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-208.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-208.nii.gz,kept,
CQ500-CT-210,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-210.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-210.nii.gz,kept,
CQ500-CT-22,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-22.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-22.nii.gz,kept,
CQ500-CT-225,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-225.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-225.nii.gz,kept,
CQ500-CT-226,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-226.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-226.nii.gz,kept,
CQ500-CT-227,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-227.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-227.nii.gz,kept,
CQ500-CT-236,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-236.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-236.nii.gz,kept,
CQ500-CT-237,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-237.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-237.nii.gz,kept,
CQ500-CT-243,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-243.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-243.nii.gz,kept,
CQ500-CT-247,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-247.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-247.nii.gz,kept,
CQ500-CT-249,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-249.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-249.nii.gz,kept,
CQ500-CT-250,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-250.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-250.nii.gz,kept,
CQ500-CT-256,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-256.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-256.nii.gz,kept,
CQ500-CT-35,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-35.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-35.nii.gz,kept,
CQ500-CT-4,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-4.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-4.nii.gz,kept,
CQ500-CT-40,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-40.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-40.nii.gz,kept,
CQ500-CT-479,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-479.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-479.nii.gz,kept,
CQ500-CT-480,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-480.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-480.nii.gz,kept,
CQ500-CT-485,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-485.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-485.nii.gz,kept,
CQ500-CT-488,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-488.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-488.nii.gz,kept,
CQ500-CT-489,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-489.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-489.nii.gz,kept,
CQ500-CT-52,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-52.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-52.nii.gz,kept,
CQ500-CT-55,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-55.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-55.nii.gz,kept,
CQ500-CT-57,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-57.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-57.nii.gz,kept,
CQ500-CT-60,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-60.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-60.nii.gz,kept,
CQ500-CT-61,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-61.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-61.nii.gz,kept,
CQ500-CT-64,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-64.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-64.nii.gz,kept,
CQ500-CT-65,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-65.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-65.nii.gz,kept,
CQ500-CT-75,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-75.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-75.nii.gz,kept,
CQ500-CT-80,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-80.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-80.nii.gz,kept,
CQ500-CT-90,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-90.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-90.nii.gz,kept,
CQ500-CT-95,segmented,CQ500-51,nii,nii.gz,nii,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/CQ500-CT-95.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/CQ500-CT-95.nii.gz,kept,
ct-049,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-049.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-049.nii.gz,kept,
ct-050,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-050.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-050.nii.gz,kept,
ct-051,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-051.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-051.nii.gz,kept,
ct-052,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-052.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-052.nii.gz,kept,
ct-053,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-053.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-053.nii.gz,kept,
ct-054,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-054.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-054.nii.gz,kept,
ct-055,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-055.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-055.nii.gz,kept,
ct-056,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-056.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-056.nii.gz,kept,
ct-057,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-057.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-057.nii.gz,kept,
ct-058,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-058.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-058.nii.gz,kept,
ct-066,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-066.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-066.nii.gz,kept,
ct-067,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-067.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-067.nii.gz,kept,
ct-068,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-068.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-068.nii.gz,kept,
ct-069,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-069.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-069.nii.gz,kept,
ct-070,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-070.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-070.nii.gz,kept,
ct-071,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-071.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-071.nii.gz,kept,
ct-072,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-072.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-072.nii.gz,kept,
ct-073,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-073.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-073.nii.gz,kept,
ct-074,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-074.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-074.nii.gz,kept,
ct-075,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-075.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-075.nii.gz,kept,
ct-076,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-076.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-076.nii.gz,kept,
ct-077,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-077.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-077.nii.gz,kept,
ct-078,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-078.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-078.nii.gz,kept,
ct-079,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-079.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-079.nii.gz,kept,
ct-080,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-080.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-080.nii.gz,kept,
ct-081,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-081.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-081.nii.gz,kept,
ct-082,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-082.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-082.nii.gz,kept,
ct-083,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-083.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-083.nii.gz,kept,
ct-084,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-084.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-084.nii.gz,kept,
ct-085,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-085.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-085.nii.gz,kept,
ct-086,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-086.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-086.nii.gz,kept,
ct-087,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-087.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-087.nii.gz,kept,
ct-088,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-088.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-088.nii.gz,kept,
ct-089,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-089.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-089.nii.gz,kept,
ct-090,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-090.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-090.nii.gz,kept,
ct-091,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-091.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-091.nii.gz,kept,
ct-092,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-092.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-092.nii.gz,kept,
ct-093,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-093.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-093.nii.gz,kept,
ct-094,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-094.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-094.nii.gz,kept,
ct-095,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-095.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-095.nii.gz,kept,
ct-096,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-096.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-096.nii.gz,kept,
ct-097,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-097.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-097.nii.gz,kept,
ct-098,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-098.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-098.nii.gz,kept,
ct-099,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-099.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-099.nii.gz,kept,
ct-100,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-100.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-100.nii.gz,kept,
ct-101,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-101.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-101.nii.gz,kept,
ct-102,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-102.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-102.nii.gz,kept,
ct-103,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-103.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-103.nii.gz,kept,
ct-104,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-104.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-104.nii.gz,kept,
ct-105,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-105.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-105.nii.gz,kept,
ct-106,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-106.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-106.nii.gz,kept,
ct-107,segmented,CT-ICH,nii,nii.gz,nii,nii,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/ct_scans/ct-107.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Segmented Scans/masks/ct-107.nii.gz,kept,
